FID,OBJECTID,Comment,YEAR_BUILT,PORTS,PRIVATE,LAT,LONG,ELEV,Hydrant_Ty,Address_Nu,Street_Nam,Repairs_Ne,Last_Maint,Maintained,PSI,POINT_X,POINT_Y,POINT_Z,POINT_M
316,317,needs paint,1972,3,N,45.512906712600000,-122.381378244000004,59.160803939600001,Pacific States,820.000000000000000,40TH,O-Rings,4/17/2014 0:00:00,Y,60,7719853.217489999718964,678704.473094000015408,59.160800000000002,0.000000000000000
317,318, ,1995,3,N,45.519134000000001,-122.388116999999994,45.328333999999998,Muller SC,26729.000000000000000,STARK,Need Paint,4/10/2014 0:00:00,Y,100,7718178.914079999551177,681014.880875000031665,0.000000000000000,0.000000000000000
318,319,neds o rings,2001,3,N,45.519123000000000,-122.390811999999997,53.743400000000001,Clow,0.000000000000000,STARK,Need Paint,4/10/2014 0:00:00,Y,90,7717488.606409999541938,681026.690890999976546,53.743400000000001,0.000000000000000
319,320, ,2001,3,N,45.519129999999997,-122.391965999999996,58.167243999999997,Clow,0.000000000000000,STARK,Need Paint,4/10/2014 0:00:00,Y,80,7717192.516119999811053,681036.504192000022158,0.000000000000000,0.000000000000000
320,321,needs reflector,1997,3,N,45.519534999999998,-122.392396000000005,62.664580999999998,Clow,3218.000000000000000,CORBETH,Need Paint,4/10/2014 0:00:00,Y,75,7717086.063249999657273,681186.491751999943517,0.000000000000000,0.000000000000000
321,322, ,1997,3,N,45.519793999999997,-122.391203000000004,55.161349000000001,Clow,3000.000000000000000,CORBETH,Need Paint,4/10/2014 0:00:00,Y,80,7717393.692879999987781,681273.312116999994032,0.000000000000000,0.000000000000000
322,323,needs reflector,1991,3,N,45.520299000000001,-122.391277000000002,55.537230999999998,Muller SC,350.000000000000000,30TH,Need Paint,4/10/2014 0:00:00,Y,85,7717379.640750000253320,681458.343571000033990,55.537199999999999,0.000000000000000
323,324,needs vacuum,1978,3,N,45.523600999999999,-122.389257999999998,48.417220000000000,Muller SC,2432.000000000000000,CORBETH,Need Paint,4/10/2014 0:00:00,Y,75,7717924.905729999765754,682649.902540000039153,0.000000000000000,0.000000000000000
324,325, ,1978,3,N,45.524960000000000,-122.387994000000006,43.801870000000001,Muller SC,2314.000000000000000,SPENCE,Need Paint,4/10/2014 0:00:00,Y,80,7718260.430320000275970,683137.570198999950662,0.000000000000000,0.000000000000000
325,326, ,1979,3,N,45.525744000000003,-122.389043999999998,46.994661999999998,Muller SC,134.000000000000000,22ND,Need Paint,4/10/2014 0:00:00,Y,80,7717998.597190000116825,683428.226769999950193,0.000000000000000,0.000000000000000
326,327,needs reflector,1979,3,N,45.525744000000003,-122.389043999999998,46.994661999999998,Muller SC,231.000000000000000,23RD,Need Paint,4/10/2014 0:00:00,Y,75,7717694.477389999665320,683202.588441999978386,0.000000000000000,0.000000000000000
327,328,needs refector,1991,3,N,45.522289000000001,-122.390186000000000,52.897551999999997,Muller SC,303.000000000000000,27TH,Need Paint,4/10/2014 0:00:00,Y,90,7717676.174929999746382,682176.951386000029743,52.897599999999997,0.000000000000000
328,329, ,1991,3,N,45.522143000000000,-122.392154000000005,72.582266000000004,Muller SC,2710.000000000000000,CLARA,Need Paint,4/10/2014 0:00:00,Y,60,7717170.582770000211895,682135.635851999977604,72.582300000000004,0.000000000000000
329,330, ,1991,3,N,45.521183000000001,-122.390339999999995,51.832425000000001,Muller SC,2827.000000000000000,CORBETH,Need Paint,4/10/2014 0:00:00,Y,90,7717627.126799999736249,681774.754684000043198,51.832400000000000,0.000000000000000
330,331,"o-rings, paint done",1973,3,N,45.519153000000003,-122.397537999999997,77.870935000000003,Pacific States,25737.000000000000000,STARK,Replace Reflector,4/7/2014 0:00:00,Y,55,7715765.349030000157654,681078.267559000058100,0.000000000000000,0.000000000000000
331,332,needs vacced out,2000,3,N,45.519837000000003,-122.398694000000006,77.909051000000005,Waterous 67,25699.000000000000000,STARK,Need Paint,4/4/2014 0:00:00,Y,55,7715475.093050000257790,681334.573148999945261,77.909099999999995,0.000000000000000
332,333, ,0,3,Y,45.520575999999998,-122.398691999999997,77.630930000000006, ,25691.000000000000000,STARK, ,,N,0,7715481.852219999767840,681603.636916000046767,77.630899999999997,0.000000000000000
333,334, ,1977,3,N,45.520544999999998,-122.396469999999994,76.134050999999999,Dresser 500,2908.000000000000000,HEWITT,Need Paint,4/8/2014 0:00:00,Y,60,7716050.862560000270605,681579.145167000009678,76.134100000000004,0.000000000000000
334,335, ,1977,3,N,45.519542999999999,-122.396144000000007,77.180835999999999,Dresser 500,822.000000000000000,29TH,Need Paint,4/8/2014 0:00:00,Y,55,7716126.010049999691546,681211.952988000004552,77.180800000000005,0.000000000000000
335,336,needs paint,1993,3,N,45.519857999999999,-122.393992999999995,75.393878999999998,Clow 2500,628.000000000000000,29TH,Replace Reflector,4/8/2014 0:00:00,Y,60,7716679.803559999912977,681313.670960000017658,75.393900000000002,0.000000000000000
336,337,needs paint,1996,3,N,45.523218999999997,-122.394413000000000,73.423694999999995,Clow,678.000000000000000,25TH,Replace Reflector,,Y,60,7716602.495319999754429,682541.740681999945082,73.423699999999997,0.000000000000000
337,338, ,1996,3,N,45.523290000000003,-122.392865000000000,72.807218000000006,Clow,558.000000000000000,25TH,Need Paint,4/10/2014 0:00:00,Y,65,7716997.977140000090003,682557.949638999998569,0.000000000000000,0.000000000000000
338,339,needs paint,1996,3,N,45.524102999999997,-122.393888000000004,72.759456999999998,Clow,665.000000000000000,24TH,Replace Reflector,4/8/2014 0:00:00,Y,60,7716743.054089999757707,682860.590438000042923,72.759500000000003,0.000000000000000
339,340, ,1996,3,N,45.523654999999998,-122.397367000000003,75.132732000000004,Clow,2476.000000000000000,WRIGHT,Need Paint,4/7/2014 0:00:00,Y,60,7715847.660210000351071,682718.111721000052057,75.132700000000000,0.000000000000000
340,341,needs paint,1996,3,N,45.523885000000000,-122.396015000000006,73.982926000000006,Clow,2476.000000000000000,HOWELL,Replace Reflector,,Y,60,7716196.083730000071228,682793.371740999980830,73.982900000000001,0.000000000000000
341,342,needs paint,1996,3,N,45.522824999999997,-122.395748999999995,75.136032000000000,Clow,872.000000000000000,26TH,Replace Reflector,4/7/2014 0:00:00,Y,60,7716254.414320000447333,682406.054602000047453,75.135999999999996,0.000000000000000
342,343,needs paint and 0rings,1977,3,N,45.522112999999997,-122.395405999999994,75.028082999999995,Dresser 500,2714.000000000000000,LAURA,Replace Reflector,4/8/2014 0:00:00,Y,60,7716337.034559999592602,682144.274613999994472,75.028099999999995,0.000000000000000
343,344, ,1992,3,N,45.522120000000001,-122.393659000000000,73.880499000000000,Muller SC,610.000000000000000,27TH,Need Paint,4/8/2014 0:00:00,Y,60,7716784.750529999844730,682136.407832000055350,73.880499999999998,0.000000000000000
344,345,needs paint,1992,3,N,45.521374999999999,-122.394093999999996,74.564265000000006,Muller SC,624.000000000000000,BURLINGAME,Replace Reflector,4/8/2014 0:00:00,Y,60,7716666.886590000241995,681867.450691999983974,74.564300000000003,0.000000000000000
345,346, ,1993,3,N,45.520825000000002,-122.393567000000004,75.062433999999996,Clow 2500,611.000000000000000,28TH,Need Paint,4/8/2014 0:00:00,Y,60,7716797.298740000464022,681663.835613999981433,75.062399999999997,0.000000000000000
346,347,will not drain out the bleeders,1977,3,N,45.522153000000003,-122.396517000000003,75.703818999999996,Dresser 500,903.000000000000000,27TH,Need Paint,,Y,55,7716051.181789999827743,682164.824112999951467,75.703800000000001,0.000000000000000
347,348, ,1976,3,N,45.521974000000000,-122.398595000000000,76.696134000000001,Muller SC,2146.000000000000000,HARLOW,Need Paint,4/23/2014 0:00:00,Y,85,7715518.610679999925196,682112.692983999964781,76.696100000000001,0.000000000000000
348,349,needs paint,1995,3,N,45.522818000000001,-122.397599000000000,75.823092000000003,Clow,1032.000000000000000,26TH,Replace Reflector,4/7/2014 0:00:00,Y,60,7715781.232200000435114,682414.582472000038251,75.823099999999997,0.000000000000000
349,350,"needs paint, orings, valve vacced",1973,3,N,45.523364000000001,-122.398606999999998,76.070948999999999,Pacific States,0.000000000000000,257TH,Replace Reflector,4/4/2014 0:00:00,Y,60,7715527.615249999798834,682619.411787000019103,0.000000000000000,0.000000000000000
350,351,needs paint,1974,3,N,45.524701999999998,-122.398623000000001,75.502443999999997,Pacific States,2372.000000000000000,EDGEFIELD,Replace Reflector,4/8/2014 0:00:00,Y,60,7715535.018779999576509,683107.400967999943532,75.502399999999994,0.000000000000000
351,352,needs paint,1974,3,N,45.525908000000001,-122.398650000000004,75.052047999999999,Pacific States,2103.000000000000000,257TH,Replace Reflector,4/8/2014 0:00:00,Y,60,7715538.413130000233650,683547.122530000051484,0.000000000000000,0.000000000000000
352,353,needs paint,1974,3,N,45.525362999999999,-122.397390000000001,74.576036000000002,Muller Improved,2216.000000000000000,WRIGHT,Replace Reflector,4/8/2014 0:00:00,Y,60,7715856.404620000161231,683340.742037000018172,0.000000000000000,0.000000000000000
353,354,best hydrant in the world,1974,3,N,45.526221000000000,-122.397041999999999,74.016929000000005,Pacific States,2350.000000000000000,257TH,Need Paint,4/8/2014 0:00:00,Y,60,7715952.477260000072420,683651.470418000011705,0.000000000000000,0.000000000000000
354,355,needs oil o-rings,1974,3,N,45.525604000000001,-122.393897999999993,71.274679000000006,Dresser 500,2209.000000000000000,FOX,Need Paint,4/9/2014 0:00:00,Y,65,7716753.527169999666512,683407.356404999969527,0.000000000000000,0.000000000000000
355,356, ,1978,3,N,45.524752999999997,-122.394047999999998,72.970765000000000,Dresser 500,2337.000000000000000,FOX,Need Paint,4/9/2014 0:00:00,Y,60,7716707.542349999770522,683098.274346000049263,0.000000000000000,0.000000000000000
356,357,needs paint,1980,3,N,45.526428000000003,-122.393420000000006,70.726014000000006,Pacific States,2032.000000000000000,HENSLEY,Replace Reflector,4/1/2014 0:00:00,Y,60,7716882.890429999679327,683705.780349000007845,0.000000000000000,0.000000000000000
357,358, ,1972,3,N,45.527476999999998,-122.393178000000006,69.367975999999999,Pacific States,526.000000000000000,19TH,Need Paint,6/5/2014 0:00:00,Y,65,7716954.129130000248551,684085.628015000023879,0.000000000000000,0.000000000000000
358,359, ,1972,3,N,45.527476000000000,-122.391403999999994,68.981657999999996,Pacific States,402.000000000000000,19TH,Need Paint,6/5/2014 0:00:00,Y,65,7717408.127890000119805,684074.997130000032485,0.000000000000000,0.000000000000000
359,360, ,1974,3,N,45.530442000000001,-122.392623000000000,68.262118999999998,Pacific States,1540.000000000000000,CLARA,Need Paint,6/5/2014 0:00:00,Y,70,7717121.342050000093877,685163.340098000015132,68.262100000000004,0.000000000000000
360,361, ,1974,3,N,45.529269999999997,-122.391723999999996,68.809580999999994,Pacific States,1650.000000000000000,KINGS BYWAY,Need Paint,6/5/2014 0:00:00,Y,70,7717341.029930000193417,684731.027313999948092,0.000000000000000,0.000000000000000
361,362, ,1991,3,N,45.530292000000003,-122.390173000000004,65.967804000000001,Muller SC,1620.000000000000000,KENDALL,Need Paint,6/5/2014 0:00:00,Y,50,7717747.622949999757111,685094.581376999965869,0.000000000000000,0.000000000000000
362,363, ,1992,3,N,45.530894000000004,-122.389435000000006,62.152873000000000,Muller SC,376.000000000000000,CHAPMAN,Need Paint,6/5/2014 0:00:00,Y,70,7717941.757399999536574,685309.226945000002161,0.000000000000000,0.000000000000000
363,364, ,1993,3,N,45.528373000000002,-122.389565000000005,59.260769000000003,Muller SC,1825.000000000000000,HASKINS,Need Paint,6/5/2014 0:00:00,Y,60,7717887.101999999955297,684391.060803000000305,0.000000000000000,0.000000000000000
364,365, ,1993,3,N,45.528454000000004,-122.388334000000000,50.892133000000001,Muller SC,104.000000000000000,18TH,Need Paint,6/5/2014 0:00:00,Y,70,7718203.219480000436306,684411.482678000000305,0.000000000000000,0.000000000000000
365,366, ,1992,3,N,45.529738999999999,-122.388092000000000,53.903714999999998,Muller SC,1646.000000000000000,SPENCE,Need Paint,6/5/2014 0:00:00,Y,67,7718276.382389999926090,684880.125440999981947,0.000000000000000,0.000000000000000
366,367, ,1992,3,N,45.530859000000000,-122.388293000000004,56.906360999999997,Muller SC,1490.000000000000000,SPENCE,Need Paint,6/5/2014 0:00:00,Y,70,7718234.091140000149608,685289.660383000038564,0.000000000000000,0.000000000000000
367,368, ,2007,3,N,45.530442999999998,-122.391642000000004,67.103082999999998,Muller SC,1520.000000000000000,KINGS BYWAY,Need Paint,6/5/2014 0:00:00,Y,70,7717372.467860000208020,685158.183940000017174,67.103099999999998,0.000000000000000
368,369, ,2003,3,N,45.532277000000001,-122.393129000000002,67.401358999999999,Clow,598.000000000000000,12TH,Need Paint,6/5/2014 0:00:00,Y,70,7717007.379680000245571,685835.457520000054501,0.000000000000000,0.000000000000000
369,370,needs paint,1994,3,N,45.532375999999999,-122.394069999999999,67.909512000000007,Muller SC,675.000000000000000,12TH,Replace Reflector,4/1/2014 0:00:00,Y,70,7716766.184620000422001,685874.679555000038818,0.000000000000000,0.000000000000000
370,371,COLLECT DATA,1994,3,N,45.532051000000003,-122.395898000000003,68.753986999999995, ,878.000000000000000,12TH,Replace Reflector & Paint,4/1/2014 0:00:00,Y,60,7716296.283990000374615,685769.501943000010215,0.000000000000000,0.000000000000000
371,372,needs paint and reflector,1973,3,N,45.532411000000003,-122.397187000000002,68.580622000000005,Dresser 500,1212.000000000000000,HEWITT,Extension Kit,4/1/2014 0:00:00,Y,60,7715968.879130000248551,685908.563016999978572,0.000000000000000,0.000000000000000
372,373,needs paint,1973,3,N,45.533445000000000,-122.393444000000002,68.007546000000005,Pacific States,600.000000000000000,CHERRY PARK,Replace Reflector,4/1/2014 0:00:00,Y,45,7716936.478249999694526,686262.944198000011966,0.000000000000000,0.000000000000000
373,374, ,1971,3,N,45.531340999999998,-122.395082000000002,69.226656000000006,Pacific States,732.000000000000000,14TH,"O-Rings, Paint & Reflector",4/1/2014 0:00:00,Y,70,7716498.963050000369549,685505.996892999974079,0.000000000000000,0.000000000000000
374,375,needs reflector,1970,3,N,45.530386999999997,-122.393411000000000,68.973538000000005,Pacific States,1487.000000000000000,HENSLEY,Need Paint,7/1/2013 0:00:00,Y,70,7716918.867720000445843,685148.201021000044420,68.973500000000001,0.000000000000000
375,376,needs reflector,1970,3,N,45.530400999999998,-122.395612999999997,70.107815000000002,Pacific States,802.000000000000000,15TH,Need Paint,7/1/2013 0:00:00,Y,65,7716354.894439999945462,685166.384382999967784,70.107799999999997,0.000000000000000
376,377, ,2004,3,N,45.528387000000002,-122.393484000000001,70.550085999999993,Clow,602.000000000000000,HENSLEY,Need Paint,4/1/2014 0:00:00,Y,65,7716883.193579999729991,684419.564355000038631,0.000000000000000,0.000000000000000
377,378, ,2005,3,N,45.529533000000001,-122.394159999999999,70.013552000000004,Clow,1631.000000000000000,FOX,Need Paint,4/1/2014 0:00:00,Y,65,7716719.605980000458658,684841.555964999948628,0.000000000000000,0.000000000000000
378,379, ,2005,3,N,45.529535000000003,-122.395128000000000,70.522288000000003,Clow,740.000000000000000,GRANT,Need Paint,4/1/2014 0:00:00,Y,65,7716471.919470000080764,684848.110742000048049,0.000000000000000,0.000000000000000
379,380, ,2005,3,N,45.529474999999998,-122.396428999999998,72.358975000000001,Clow,866.000000000000000,GRANT,Need Paint,4/1/2014 0:00:00,Y,60,7716137.876830000430346,684833.623566000023857,0.000000000000000,0.000000000000000
380,381, ,2005,3,N,45.528965999999997,-122.395467999999994,71.617992000000001,Clow,814.000000000000000,MORGAN,Need Paint,4/1/2014 0:00:00,Y,60,7716380.032510000281036,684642.470732999965549,0.000000000000000,0.000000000000000
381,382,needs paint,2004,3,N,45.528492999999997,-122.394178999999994,71.085830000000001,Clow,1693.000000000000000,FOX,Replace Reflector,4/1/2014 0:00:00,Y,65,7716704.258569999597967,684462.266041000024416,0.000000000000000,0.000000000000000
382,383, ,2004,3,N,45.528396999999998,-122.395729000000003,71.554265999999998,Clow,816.000000000000000,17TH,Need Paint,4/1/2014 0:00:00,Y,60,7716308.198990000411868,684436.695226000039838,0.000000000000000,0.000000000000000
383,384,needs paint,2004,3,N,45.528807000000000,-122.398013000000006,73.563857999999996,Clow,1658.000000000000000,WRIGHT,Replace Reflector,8/22/2014 0:00:00,Y,60,7715726.476069999858737,684599.985910000046715,0.000000000000000,0.000000000000000
384,385, ,2004,3,N,45.529874000000000,-122.398251999999999,72.969983999999997,Clow,1605.000000000000000,WRIGHT,Need Paint,4/1/2014 0:00:00,Y,60,7715674.854129999876022,684988.809606999973767,0.000000000000000,0.000000000000000
385,386, ,2000,3,N,45.530428999999998,-122.397869000000000,72.004030000000000,Clow,1568.000000000000000,WRIGHT,Need Paint,4/1/2014 0:00:00,Y,60,7715775.561280000023544,685188.619902999955229,0.000000000000000,0.000000000000000
386,387, ,2003,3,N,45.529470000000003,-122.397199999999998,72.535574999999994,Clow,1622.000000000000000,HEWITT,Need Paint,4/1/2014 0:00:00,Y,65,7715939.477289999835193,684837.512666000053287,0.000000000000000,0.000000000000000
387,388, ,2002,3,N,45.527819999999998,-122.397913000000003,74.789890999999997,Clow,1037.000000000000000,18TH,Need Paint,4/1/2014 0:00:00,Y,60,7715743.290670000016689,684239.081448000040837,0.000000000000000,0.000000000000000
388,389, ,2004,3,N,45.526753999999997,-122.397789000000003,74.511808000000002,Clow,1027.000000000000000,20TH,Need Paint,4/1/2014 0:00:00,Y,60,7715766.085900000296533,683849.864378000027500,0.000000000000000,0.000000000000000
389,390, ,2003,3,N,45.507351909900002,-122.381197967999995,77.914733834600000,Muller SC,1810.000000000000000,257TH,Need Paint,4/1/2014 0:00:00,Y,60,7715574.245740000158548,684304.623310999944806,75.292100000000005,0.000000000000000
390,391,needs paint/port gasket  done,1971,3,N,45.507280673799997,-122.380154094000005,81.118351504800003,Iowa,1698.000000000000000,CHERRY PARK,Replace Reflector,3/31/2014 0:00:00,Y,35,7715233.662100000306964,684993.893585999961942,74.681399999999996,0.000000000000000
391,392,need paint,1974,3,N,45.506528852800002,-122.379638560999993,84.559700743899995,Muller Improved,1698.000000000000000,CHERRY PARK,Replace Reflector,3/31/2014 0:00:00,Y,60,7714788.617390000261366,685000.993310000048950,75.611099999999993,0.000000000000000
392,393,op nut packing replaced,1971,3,N,45.506705157299997,-122.377911507999997,84.157490605800007,Iowa,1698.000000000000000,CHERRY PARK,Needs Paint,3/26/2014 0:00:00,Y,35,7714259.894030000083148,685015.167165999999270,76.849400000000003,0.000000000000000
393,394, ,1996,3,N,45.507642371800003,-122.378901966000001,79.253658892199994,Kennedy,1900.000000000000000,CHERRY PARK,Need Paint,3/26/2014 0:00:00,Y,50,7713890.147400000132620,684353.516258000046946,79.911600000000007,0.000000000000000
394,395, ,2002,3,N,45.507706808700000,-122.377941488000005,79.075070782799997,Clow,1698.000000000000000,CHERRY PARK,Need Paint,3/26/2014 0:00:00,Y,55,7714015.314799999818206,684902.241211000015028,0.000000000000000,0.000000000000000
395,396, ,1994,3,N,45.508569720499999,-122.378827243000003,72.883063004199997,Muller SC,1751.000000000000000,NORTH STAR,Need Paint,3/26/2014 0:00:00,Y,55,7714129.748619999736547,685231.507612999994308,76.342900000000000,0.000000000000000
396,397, ,1994,3,N,45.508771043400003,-122.377980781000005,69.991823601999997,Muller SC,1406.000000000000000,NAPOLEON,Need Paint,3/26/2014 0:00:00,Y,65,7713942.854639999568462,685693.082476999959908,71.082099999999997,0.000000000000000
397,398, ,1996,3,N,45.509658927399997,-122.378135927000002,65.975300486999998,Clow,1267.000000000000000,ROYAL ANNE,Need Paint,3/26/2014 0:00:00,Y,80,7714151.035659999586642,686103.479293999960646,61.484000000000002,0.000000000000000
398,399,needs r3flector,1996,3,N,45.510275688599997,-122.377893422000000,66.221292680000005,Iowa,1703.000000000000000,MONTMORE,Need Paint,5/27/2014 0:00:00,Y,85,7714181.382709999568760,686426.036719999974594,0.000000000000000,0.000000000000000
399,400, ,1996,3,N,45.510526827100001,-122.378780911000007,64.066812438599996,Iowa,1854.000000000000000,MONTMORE,Need Paint,3/31/2014 0:00:00,Y,85,7713814.385080000385642,686523.808178000035696,0.000000000000000,0.000000000000000
400,401,COLLECT DATA,1995,3,N,45.511304266400003,-122.378208381999997,61.273254244199997, ,2012.000000000000000,MONTMORE,Need Paint,3/28/2014 0:00:00,Y,80,7713503.413259999826550,686269.927124000038020,0.000000000000000,0.000000000000000
401,402,needs paint,1999,3,N,45.512614490200001,-122.376546888999997,61.615463890199997,Muller SC,1201.000000000000000,CHERRY PARK,Replace Reflector,3/31/2014 0:00:00,Y,60,7715148.301380000077188,685056.064722000039183,75.132999999999996,0.000000000000000
402,403, ,1994,3,N,45.513636222000002,-122.376668691000006,59.603285529600001,Muller SC,1933.000000000000000,DAYBREAK,Need Paint,3/31/2014 0:00:00,Y,80,7713705.396449999883771,686012.100540000014007,0.000000000000000,0.000000000000000
403,404,needs reflected,1995,3,N,45.512810415300002,-122.377423710000002,60.525424510299999,Clow,1836.000000000000000,STURGES,Need Paint,3/26/2014 0:00:00,Y,85,7713935.899600000120699,686354.952215999946930,0.000000000000000,0.000000000000000
404,405,needs paint,1994,3,N,45.511799802399999,-122.378447898000005,59.813965488900003,Muller SC,1985.000000000000000,DAYBREAK,Replace Reflector,3/31/2014 0:00:00,Y,75,7713498.652769999578595,685815.337153999949805,0.000000000000000,0.000000000000000
405,406, ,1994,3,N,45.513028040499997,-122.379854464000005,59.743251229999998,Muller SC,1504.000000000000000,BERRYESSA,Need Paint,3/31/2014 0:00:00,Y,60,7713724.323579999618232,685480.688545000040904,74.767399999999995,0.000000000000000
406,407, ,1993,3,N,45.514035063000001,-122.381265976999998,56.844349391599998,Muller SC,2001.000000000000000,NORTH STAR,Need Paint,3/31/2014 0:00:00,Y,50,7713493.250880000181496,685246.192623000009917,79.081500000000005,0.000000000000000
407,408,needs reflector,1994,3,N,45.516120721400000,-122.385677412000007,49.679338352000002,Muller SC,2056.000000000000000,DAYBREAK,Needs Paint,3/31/2014 0:00:00,Y,70,7713334.192470000125468,685584.154545000055805,69.074600000000004,0.000000000000000
408,409, ,1993,3,N,45.517015969699997,-122.384963056000004,48.301864745099998,Muller SC,2249.000000000000000,DAYBREAK,Need Paint,3/31/2014 0:00:00,Y,60,7712910.154280000366271,685403.003661000053398,0.000000000000000,0.000000000000000
409,410, needs reflected  op nut packlng replaced,1971,3,N,45.516299660599998,-122.387077281000003,51.553486431600000,Iowa,2005.000000000000000,STELLA,Needs Paint,3/26/2014 0:00:00,Y,30,7713412.277950000017881,685035.369225000031292,81.206500000000005,0.000000000000000
410,411,needs paint,1994,3,N,45.515359693299999,-122.386092804000000,52.274374085799998,Muller SC,2136.000000000000000,STURGES,Replace Reflector,3/31/2014 0:00:00,Y,70,7713056.282270000316203,685731.354382000048645,66.635599999999997,0.000000000000000
411,412,needs reflected,1993,3,N,45.515180468600001,-122.382743083999998,50.888493941900002,Muller SC,2107.000000000000000,STELLA,Need Paint,3/26/2014 0:00:00,Y,50,7713038.024100000038743,684785.183045999961905,80.612399999999994,0.000000000000000
412,413,NEEDS PAINT,0,3,Y,45.514320341999998,-122.383799346000004,55.672626963699997, ,0.000000000000000,STURGES, ,,N,0,7712747.701190000399947,685086.957377000013366,0.000000000000000,0.000000000000000
413,414, ,1993,3,N,45.513668219099998,-122.384784374000006,59.548724590500001,Muller SC,1941.000000000000000,CERISE,Need Paint,3/25/2014 0:00:00,Y,50,7713642.612460000440478,684653.033376000006683,81.273799999999994,0.000000000000000
414,415,needs replaced,1978,3,N,45.513153969500003,-122.386343697000001,62.327974872799999,Muller SC,1255.000000000000000,18TH,Need Paint,3/25/2014 0:00:00,Y,45,7713553.664470000192523,684368.666162000037730,82.061899999999994,0.000000000000000
415,416, ,0,3,Y,45.506498622599999,-122.377257688000000,84.230301567699996, ,2503.000000000000000,CHERRY PARK, ,,N,0,7712474.878899999894202,684573.703153999987990,80.689200000000000,0.000000000000000
416,417, ,1976,3,N,45.510277637000002,-122.380227149999996,67.113485927499994,Muller SC,2516.000000000000000,23RD,Need Paint,3/25/2014 0:00:00,Y,45,7712155.099689999595284,683350.222333000041544,85.929900000000004,0.000000000000000
417,418, ,1976,3,N,45.515672649000003,-122.380343769000007,51.259348588400002,Muller SC,2310.000000000000000,23RD,Need Paint,3/25/2014 0:00:00,Y,45,7712601.373730000108480,683143.317563000018708,85.217699999999994,0.000000000000000
418,419, ,1997,3,N,45.516886653800000,-122.378784526999993,50.147760570999999,Muller SC,2801.000000000000000,LUCAS,Need Paint,3/24/2014 0:00:00,Y,50,7713679.865670000202954,682701.462148000020534,82.848200000000006,0.000000000000000
419,420, ,2003,3,N,45.517613571799998,-122.378335358000001,48.709496100300001,Muller SC,1793.000000000000000,27TH,Need Paint,3/24/2014 0:00:00,Y,45,7713865.881699999794364,682217.180636000004597,82.876000000000005,0.000000000000000
420,421, ,2003,3,N,45.518393083900001,-122.380603629999996,48.222007692600002,Muller SC,1568.000000000000000,27TH,Need Paint,4/2/2014 0:00:00,Y,55,7714509.755079999566078,682134.750026999972761,79.653400000000005,0.000000000000000
421,422, ,1999,3,N,45.518880012300002,-122.379881522000005,47.722844933799998,Muller SC,1621.000000000000000,29TH,Need Paint,4/2/2014 0:00:00,Y,50,7714338.143880000337958,681951.996455000014976,81.236400000000003,0.000000000000000
422,423, ,1976,3,N,45.518818058100003,-122.373099046999997,38.708481522600003,Muller SC,2325.000000000000000,DUNBAR,Need Paint,3/25/2014 0:00:00,Y,45,7713035.614000000059605,683246.123460000031628,83.896100000000004,0.000000000000000
423,424, ,1998,3,N,45.519657439200003,-122.373088490000001,40.680901992000003,Muller SC,1931.000000000000000,STELLA,Need Paint,3/26/2014 0:00:00,Y,50,7713652.798460000194609,684902.405251999967732,80.222399999999993,0.000000000000000
424,425, ,2004,3,N,45.519103854699999,-122.374244735000005,46.474558420500003,Clow,1696.000000000000000,HEWITT,Need Paint,4/1/2014 0:00:00,Y,60,7715926.877899999730289,684447.219811000046320,0.000000000000000,0.000000000000000
425,426,needs reflector,2000,3,N,45.518528400599997,-122.377775705000005,47.424997020200003,Muller SC,25101.000000000000000,STARK,Need Paint,3/24/2014 0:00:00,Y,50,7714152.287949999794364,681906.291822000057437,81.899600000000007,0.000000000000000
426,427, ,2000,3,N,45.520112473300003,-122.376902842999996,44.561142696200001,Muller SC,1797.000000000000000,29TH,Need Paint,3/24/2014 0:00:00,Y,50,7713936.047570000402629,681961.663429999956861,82.467799999999997,0.000000000000000
427,428, ,1997,3,N,45.520693410200003,-122.375809457000003,41.121330357600002,Muller SC,2801.000000000000000,LUCAS,Need Paint,3/24/2014 0:00:00,Y,45,7713678.825310000218451,682134.567939999978989,0.000000000000000,0.000000000000000
428,429,needs reflected,1997,3,N,45.521135323899998,-122.375092265000006,38.778148221599999,Muller SC,2801.000000000000000,LUCAS,Need Paint,3/24/2014 0:00:00,Y,50,7713641.831620000302792,682372.971335000009276,82.971800000000002,0.000000000000000
429,430, ,1976,3,N,45.522942473599997,-122.375565425000005,36.294630026199997,Muller SC,2324.000000000000000,SUNDIAL,Need Paint,3/25/2014 0:00:00,Y,45,7713624.644319999963045,683232.734050999977626,83.017799999999994,0.000000000000000
430,431, ,1976,3,N,45.523773832800003,-122.376080603000005,35.736172338899998,Muller SC,2208.000000000000000,INDIAN MARY,Need Paint,3/25/2014 0:00:00,Y,45,7714128.867390000261366,683514.519249000004493,79.870099999999994,0.000000000000000
431,432, ,1978,3,N,45.526475182799999,-122.376004859000005,33.552815156299999,Dresser 500,2526.000000000000000,INDIAN MARY,Need Paint,3/24/2014 0:00:00,Y,50,7714024.761300000362098,682742.552616999950260,81.311599999999999,0.000000000000000
