FID,OBJECTID,Comment,YEAR_BUILT,PORTS,PRIVATE,LAT,LONG,ELEV,Hydrant_Ty,Address_Nu,Street_Nam,Repairs_Ne,Last_Maint,Maintained,PSI,POINT_X,POINT_Y,POINT_Z,POINT_M
432,433,slow drain,1978,3,N,45.528439841900003,-122.374719212000002,32.029590416100000,Dresser 500,1728.000000000000000,26TH, ,3/24/2014 0:00:00,Y,50,7713900.446920000016689,682415.632010999950580,0.000000000000000,0.000000000000000
433,434,ivy trim done,1978,3,N,45.530402602199999,-122.378086503999995,31.145746520100001,Dresser 500,2621.000000000000000,MCGINNIS,Need Paint,8/22/2014 0:00:00,Y,50,7714346.689140000380576,682437.161495000007562,80.189400000000006,0.000000000000000
434,435, ,1978,3,N,45.531929655100001,-122.377777997999999,30.757432988000001,Dresser 500,1540.000000000000000,25TH,Need Paint,4/3/2014 0:00:00,Y,50,7714407.897350000217557,682662.162028999999166,80.145799999999994,0.000000000000000
435,436,needs paint,1975,3,N,45.530914696700002,-122.376336817999999,30.287909130700001,Muller SC,2524.000000000000000,INDIAN JOHN,Replace Reflector,4/3/2014 0:00:00,Y,55,7714913.237209999933839,682471.917003000038676,76.906300000000002,0.000000000000000
436,437,replaced oil plug,1974,3,N,45.530818372799999,-122.377378299000000,31.385821747400001,Muller Improved,2434.000000000000000,MCGINNIS,Needs Paint,4/7/2014 0:00:00,Y,50,7714433.790670000016689,682999.323428999981843,79.243300000000005,0.000000000000000
437,438,needs paint,1973,3,N,45.529689138999998,-122.376659513000007,31.166281354399999,Muller Improved,1238.000000000000000,24TH,Replace Reflector,4/4/2014 0:00:00,Y,60,7715133.735129999928176,682983.165651999996044,0.000000000000000,0.000000000000000
438,439,needs paint,1974,3,N,45.529020552799999,-122.376532703999999,31.677655718000000,Muller Improved,1418.000000000000000,22ND,Replace Reflector,4/7/2014 0:00:00,Y,55,7714781.521929999813437,683522.884716999949887,76.287999999999997,0.000000000000000
439,440,needs reflected,1976,3,N,45.527037872900003,-122.375798083000006,33.456351920600000,Muller SC,1918.000000000000000,22ND,Need Paint,3/25/2014 0:00:00,Y,45,7713529.973249999806285,683537.015266999951564,83.334500000000006,0.000000000000000
440,441,needs six in extension,1976,3,N,45.525972550799999,-122.376701886999996,34.088817599300000,Muller SC,2217.000000000000000,BRINK,Need Paint,3/25/2014 0:00:00,Y,45,7712759.700179999694228,683707.596290000015870,84.047600000000003,0.000000000000000
441,442, ,1976,3,N,45.524701421200000,-122.377749292000004,34.495971455000003,Muller SC,2425.000000000000000,22ND,Need Paint,3/25/2014 0:00:00,Y,45,7712257.729070000350475,683753.484649999998510,83.918899999999994,0.000000000000000
442,443, ,1989,3,N,45.522663131199998,-122.379710259000007,36.534463556500000,Muller SC,24595.000000000000000,STARK,Need Paint,3/24/2014 0:00:00,Y,40,7712593.841919999569654,681167.436671999981627,86.939599999999999,0.000000000000000
443,444, ,0,3,Y,45.524705107499997,-122.380074081000004,34.895553880700000, ,0.000000000000000,STARK, ,,N,0,7712754.064369999803603,681080.014603000017814,86.017899999999997,0.000000000000000
444,445, ,1996,3,N,45.526275326899999,-122.379621219000001,33.616173152499996,Muller SC,24999.000000000000000,STARK,Need Paint,3/24/2014 0:00:00,Y,45,7713322.621960000135005,681318.384532999945804,83.191800000000001,0.000000000000000
445,446, ,1996,3,N,45.527150665299999,-122.377785911999993,32.782726406000002,Muller SC,3265.000000000000000,SUNDIAL,Need Paint,,Y,45,7713292.298530000261962,681679.364454000024125,84.018000000000001,0.000000000000000
446,447, ,2006,3,N,45.516440755799998,-122.375643934999999,50.998521340000003,Muller SC,24999.000000000000000,STARK,Need Paint,3/24/2014 0:00:00,Y,45,7713334.463139999657869,681805.668992000049911,83.698499999999996,0.000000000000000
447,448, ,1996,3,N,45.516670892400001,-122.376675133000006,52.255745070499998,Muller SC,2120.000000000000000,29TH,Need Paint,3/24/2014 0:00:00,Y,45,7713048.734050000086427,681951.073228999972343,84.690600000000003,0.000000000000000
448,449,needs reflecter,1996,3,N,45.515856863600000,-122.376923474999998,51.750670432600003,Muller SC,2216.000000000000000,29TH,Need Paint,3/24/2014 0:00:00,Y,45,7712819.345080000348389,681959.543028000043705,85.376199999999997,0.000000000000000
449,450,needs reflector,1996,3,N,45.515113879700003,-122.377191725000003,54.017782689900002,Muller SC,2818.000000000000000,ROSE,Need Paint,3/24/2014 0:00:00,Y,40,7712718.815089999698102,682234.008030000026338,86.113600000000005,0.000000000000000
450,451,needs reflector,1996,3,N,45.515145658000002,-122.378382341999995,53.424706113100001,Muller SC,2286.000000000000000,29TH,Need Paint,3/24/2014 0:00:00,Y,40,7712592.631289999932051,681966.576805999968201,86.112399999999994,0.000000000000000
451,452, ,1996,3,N,45.513688049099997,-122.378354771000005,58.673413717000003,Muller SC,2311.000000000000000,TOWER,Need Paint,3/24/2014 0:00:00,Y,40,7712586.354399999603629,681683.869695000001229,87.007599999999996,0.000000000000000
452,453, ,1996,3,N,45.517279493099998,-122.380457469000007,48.323339182100000,Muller SC,1925.000000000000000,29TH,Need Paint,3/24/2014 0:00:00,Y,45,7713522.562830000184476,681929.738626000005752,83.047700000000006,0.000000000000000
453,454, ,2000,3,N,45.517745845199997,-122.381990493000004,48.271634042300001,Muller SC,0.000000000000000,MCGINNIS,Need Paint,4/2/2014 0:00:00,Y,50,7714556.840950000099838,681497.349398000049405,79.626199999999997,0.000000000000000
454,455, ,2000,3,N,45.516903663100003,-122.381912517999993,49.061521476099998,Waterous 67,25267.000000000000000,MCGINNIS,Need Paint,4/2/2014 0:00:00,Y,26,7714787.116080000065267,681318.571868999977596,77.872799999999998,0.000000000000000
455,456, ,1979,3,N,45.517960889699999,-122.383033498000003,48.392966978600001,Muller SC,1330.000000000000000,28TH,Need Paint,4/4/2014 0:00:00,Y,55,7714797.379510000348091,681785.996459000045434,77.065799999999996,0.000000000000000
456,457,valve is right hand operated,1979,3,N,45.518886840999997,-122.382879458999994,46.779924149599999,Muller SC,2812.000000000000000,HOPE,Need Paint,4/4/2014 0:00:00,Y,55,7715004.931909999810159,681881.903747000033036,76.636300000000006,0.000000000000000
457,458, ,2000,3,N,45.517543976500001,-122.387045303999997,48.509415390400001,Muller SC,0.000000000000000,MCGINNIS,Need Paint,4/2/2014 0:00:00,Y,55,7714564.749389999546111,681791.381291000056081,78.935500000000005,0.000000000000000
458,459,needs paint,1976,3,N,45.514414636500000,-122.387125502000004,58.328830408899996,Muller SC,1106.000000000000000,28TH,Replace Reflector,4/4/2014 0:00:00,Y,55,7715431.452709999866784,681964.673267000005580,76.446700000000007,0.000000000000000
459,460,COLLECT DATA,1995,3,N,45.510232787900001,-122.386153168000007,71.405124226400005, ,2012.000000000000000,MONTMORE,Need Paint,3/28/2014 0:00:00,Y,80,7715155.396839999593794,682089.448936000000685,76.403400000000005,0.000000000000000
460,461,needs paint,1976,3,N,45.510393295800000,-122.382220434999994,68.217969819399997,Muller SC,2612.000000000000000,ABBOTT,Replace Reflector,4/3/2014 0:00:00,Y,60,7715302.560580000281334,682418.659563999972306,75.530699999999996,0.000000000000000
461,462, ,1976,3,N,45.509097340200000,-122.380811155000004,70.174648245499995,Muller SC,1220.000000000000000,25TH,Need Paint,4/3/2014 0:00:00,Y,60,7715254.922229999676347,682685.779763999977149,75.317899999999995,0.000000000000000
462,463,needs paint,1976,3,N,45.511207309800000,-122.380111185999993,60.002066378599999,Muller SC,1336.000000000000000,25TH,Replace Reflector,4/3/2014 0:00:00,Y,55,7714931.850370000116527,682696.482170999981463,76.549800000000005,0.000000000000000
463,464,needs paint,1979,3,N,45.511510065000003,-122.381782236000006,64.865373970099995,Muller SC,2728.000000000000000,HOPE,Replace Reflector,4/4/2014 0:00:00,Y,55,7714851.040489999577403,682100.355082000023685,0.000000000000000,0.000000000000000
464,465,needs paint,1974,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Pacific States,2009.000000000000000,LAURA,Extension Kit,4/1/2014 0:00:00,Y,60,7716425.759449999779463,683856.881425000028685,0.000000000000000,0.000000000000000
465,466, ,1976,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Dresser 500,1063.000000000000000,GRAHAM,Replace Reflector,6/9/2014 0:00:00,Y,90,7716853.218569999560714,691600.887917999993078,0.000000000000000,0.000000000000000
466,467,hydranthard to operate,1979,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Dresser 500,0.000000000000000,ENTRANCE,Need Paint,7/2/2014 0:00:00,Y,80,7716375.359620000235736,691523.898570999968797,0.000000000000000,0.000000000000000
467,468,needs o rings/xtra l0ng key,1978,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Dresser 500,0.000000000000000,ENTRANCE,Need Paint,7/2/2014 0:00:00,Y,80,7716390.644369999878109,691234.436551999999210,0.000000000000000,0.000000000000000
468,469, ,1983,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Muller SC,955.000000000000000,NORTH FRONTAGE,Need Paint,7/2/2014 0:00:00,Y,80,7715893.870419999584556,691218.296491999994032,0.000000000000000,0.000000000000000
469,470,"GLENN OTTO PARK, regular clow",2006,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Clow,1110.000000000000000,HISTORIC COLUMBIA RIVER,Replace Reflector,8/5/2013 0:00:00,Y,93,7720782.733350000344217,687441.033377000014298,0.000000000000000,0.000000000000000
470,471, ,1989,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,3601.000000000000000,MARINE, ,,N,0,7710187.280129999853671,694193.545791000011377,0.000000000000000,0.000000000000000
471,472, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,3601.000000000000000,MARINE, ,,N,0,7710325.275589999742806,694298.964542999980040,0.000000000000000,0.000000000000000
472,473, ,0,3,Y,0.000000000000000,0.000000000000000,0.000000000000000, ,725.000000000000000,DUNBAR, ,,N,0,7712635.930420000106096,690768.721603999962099,0.000000000000000,0.000000000000000
473,474, ,1997,3,N,45.546612338999999,-122.391344223000004,-8.577999999999999,Clow,1000.000000000000000,GRAHAM,Replace Reflector,6/12/2014 0:00:00,Y,80,7717594.739400000311434,691048.183642999967560,0.000000000000000,0.000000000000000
474,475, ,2013,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Waterous 67,1230.000000000000000,se harlow  av,Need Paint,6/2/2014 0:00:00,Y,76,7718752.063529999926686,685826.160951000056230,0.000000000000000,0.000000000000000
475,476, ,1989,3,N,0.000000000000000,0.000000000000000,0.000000000000000, ,410.000000000000000,257TH WAY, ,6/7/2013 0:00:00,N,93,7718834.192300000227988,689242.310614999965765,0.000000000000000,0.000000000000000
476,477, ,2012,3,N,0.000000000000000,0.000000000000000,0.000000000000000, ,3601.000000000000000,MARINE DR, ,6/7/2013 0:00:00,N,84,7709658.072859999723732,694179.763009999995120,0.000000000000000,0.000000000000000
477,478,needs  paint,1995,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Muller SC,825.000000000000000,se beavercreek,Replace Reflector,5/5/2014 0:00:00,Y,100,7719937.853480000048876,686923.148585999966599,0.000000000000000,0.000000000000000
478,479,loves,2011,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Waterous 67,0.000000000000000, , ,8/20/2013 0:00:00,Y,81,7717148.785570000298321,690249.230189000023529,0.000000000000000,0.000000000000000
479,480,needs reflector,1977,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Dresser 500,2634.000000000000000,evans ave,Need Paint,4/18/2014 0:00:00,Y,95,7720363.433659999631345,682250.810817999998108,0.000000000000000,0.000000000000000
480,481,needs reflected,1977,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Pacific States,2710.000000000000000,evans ave,Need Paint,4/18/2014 0:00:00,Y,95,7720658.312339999713004,681951.396062999963760,0.000000000000000,0.000000000000000
481,482,needs orings,1972,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Pacific States,2825.000000000000000,S TROUTDALE ROAD,Need Paint,4/24/2014 0:00:00,Y,80,7718467.446969999931753,681798.989543000003323,0.000000000000000,0.000000000000000
482,483,needs x-tra l0ng key,1998,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Clow,3015.000000000000000,S TROUTDALE ROAD,Need Paint,4/24/2014 0:00:00,Y,80,7718460.550329999998212,681575.122536999988370,0.000000000000000,0.000000000000000
483,484,operates stiff,1998,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Clow,3143.000000000000000,S TROUTDALE ROAD,Need Paint,4/30/2014 0:00:00,Y,80,7718464.903339999727905,681365.934963000006974,0.000000000000000,0.000000000000000
484,485,neds o rings,1971,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Pacific States,3175.000000000000000,S TROUTDALE ROAD,Need Paint,4/10/2014 0:00:00,Y,80,7718459.115620000287890,681054.312227000016719,0.000000000000000,0.000000000000000
485,486, ,1972,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Pacific States,0.000000000000000,S TROUTDALE ROAD,Need Paint,4/24/2014 0:00:00,Y,85,7718502.652940000407398,682317.898937999969348,0.000000000000000,0.000000000000000
486,487,need oper nut o rings,1974,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Pacific States,24999.000000000000000,ne stark,Need Paint,4/2/2014 0:00:00,Y,45,7713512.877810000441968,681132.366533000022173,0.000000000000000,0.000000000000000
487,488,new ok,2013,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Waterous 67,25135.000000000000000,SE STARK STREET,Needs Paint,4/2/2014 0:00:00,Y,50,7714249.948520000092685,681120.942998999962583,0.000000000000000,0.000000000000000
488,489,needs oper nut pack,1976,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Iowa,25619.000000000000000,stark st,Need Paint,4/2/2014 0:00:00,Y,50,7714773.181389999575913,681110.542756999959238,0.000000000000000,0.000000000000000
489,490,needs vacced and orings,1973,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Pacific States,25699.000000000000000,sw stark,Need Paint,4/4/2014 0:00:00,Y,50,7715290.167890000157058,681097.307875999948010,0.000000000000000,0.000000000000000
490,491, ,2003,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Clow,904.000000000000000,sw 19th way,Need Paint,4/1/2014 0:00:00,Y,65,7716150.906659999862313,683960.440929000033066,0.000000000000000,0.000000000000000
491,492, ,2014,3,N,0.000000000000000,0.000000000000000,0.000000000000000,Clow,2770.000000000000000,NW ROGERS CIR,Need Paint,8/29/2014 0:00:00, ,90,7711519.594720000401139,693568.734047999954782,0.000000000000000,0.000000000000000
492,493,MANUFACTURED HOME PARK,1990,3,Y,0.000000000000000,0.000000000000000,0.000000000000000,Waterous 67,11.000000000000000,BUXTON PLACE, ,9/5/2014 0:00:00,Y,0,7718340.886529999785125,686578.509839999955148,0.000000000000000,0.000000000000000
493,494,MANUFACTURED HOME PARK,1990,3,Y,0.000000000000000,0.000000000000000,0.000000000000000,Waterous 67,5.000000000000000,S BUXTON ROAD, ,9/5/2014 0:00:00,Y,0,7718355.680130000226200,686911.269345000036992,0.000000000000000,0.000000000000000
494,495, ,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000, ,0.000000000000000, , ,, ,0,7715450.444799999706447,685444.404824999975972,0.000000000000000,0.000000000000000
